monitoring_location_name,year,activity_start_date,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_status_id,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,activity_media_name,field_comment,update_date,update_account
375 LA CB,2008,2008-11-12,epi,TDN,,as N,Dissolved,338.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2008,2008-11-12,epi,TDP,,as P,Dissolved,3.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-11,epi,ALK,,alkalinity,"",373.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-11,epi,CA,,as Ca,Filterable,4.88000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-11,epi,CHLA,,"",Filterable,1.17000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-11,epi,CL,,as Cl,Filterable,0.30000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-11,epi,COND,,"",Unfiltered,53.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-11,epi,DIC,,as Total CO2,Dissolved,630.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-11,epi,MG,,as Mg,Filterable,1.07000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-11,epi,NO2,,as NO2-N,Filterable,3.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-11,epi,NO3,,as NO3-N,Filterable,141.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-11,epi,PARTC,,as C,Non-Filterable (Particle),730.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-05-11,epi,PARTN,,as N,Non-Filterable (Particle),102.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-05-11,epi,PARTP,,as P,Non-Filterable (Particle),14.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-05-11,epi,PH,,,Unfiltered,6.73000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-05-11,epi,PH,,,Unfiltered,7.40000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-05-11,epi,SO4,,as SO4,Filterable,1.82000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-11,epi,TDN,,as N,Dissolved,467.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-11,epi,TDP,,as P,Dissolved,9.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-25,epi,ALK,,alkalinity,"",365.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-25,epi,CA,,as Ca,Filterable,4.74000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-25,epi,CHLA,,"",Filterable,5.37000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-25,epi,CL,,as Cl,Filterable,0.31000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-25,epi,COND,,"",Unfiltered,43.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-25,epi,DIC,,as Total CO2,Dissolved,397.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-25,epi,MG,,as Mg,Filterable,1.08000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-25,epi,NO2,,as NO2-N,Filterable,3.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-25,epi,NO3,,as NO3-N,Filterable,132.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-25,epi,PARTC,,as C,Non-Filterable (Particle),860.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-05-25,epi,PARTN,,as N,Non-Filterable (Particle),101.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-05-25,epi,PARTP,,as P,Non-Filterable (Particle),8.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-05-25,epi,PH,,,Unfiltered,7.36000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-05-25,epi,SO4,,as SO4,Filterable,1.95000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-25,epi,TDN,,as N,Dissolved,356.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-05-25,epi,TDP,,as P,Dissolved,3.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-09,epi,ALK,,alkalinity,"",343.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-09,epi,CA,,as Ca,Filterable,4.65000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-09,epi,CHLA,,"",Filterable,5.00000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-09,epi,CL,,as Cl,Filterable,0.23000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-09,epi,COND,,"",Unfiltered,42.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-09,epi,DIC,,as Total CO2,Dissolved,333.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-09,epi,MG,,as Mg,Filterable,1.13000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-09,epi,NO2,,as NO2-N,Filterable,2.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-09,epi,NO3,,as NO3-N,Filterable,76.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-09,epi,PARTC,,as C,Non-Filterable (Particle),700.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-06-09,epi,PARTN,,as N,Non-Filterable (Particle),72.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-06-09,epi,PARTP,,as P,Non-Filterable (Particle),5.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-06-09,epi,PH,,,Unfiltered,7.50000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-06-09,epi,PH,,,Unfiltered,7.62000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-06-09,epi,SO4,,as SO4,Filterable,2.07000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-09,epi,TDN,,as N,Dissolved,326.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-09,epi,TDP,,as P,Dissolved,4.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-23,epi,ALK,,alkalinity,"",337.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-23,epi,CA,,as Ca,Filterable,4.72000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-23,epi,CHLA,,"",Filterable,2.18000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-23,epi,CL,,as Cl,Filterable,0.30000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-23,epi,COND,,"",Unfiltered,41.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-23,epi,DIC,,as Total CO2,Dissolved,321.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-23,epi,MG,,as Mg,Filterable,1.13000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-23,epi,NO2,,as NO2-N,Filterable,3.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-23,epi,NO3,,as NO3-N,Filterable,32.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-23,epi,PARTC,,as C,Non-Filterable (Particle),400.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-06-23,epi,PARTN,,as N,Non-Filterable (Particle),51.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-06-23,epi,PARTP,,as P,Non-Filterable (Particle),2.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-06-23,epi,PH,,,Unfiltered,7.52000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-06-23,epi,PH,,,Unfiltered,7.60000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-06-23,epi,SO4,,as SO4,Filterable,2.07000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-23,epi,TDN,,as N,Dissolved,278.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-06-23,epi,TDP,,as P,Dissolved,2.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-06,epi,ALK,,alkalinity,"",344.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-06,epi,CA,,as Ca,Filterable,4.70000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-06,epi,CHLA,,"",Filterable,2.26000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-06,epi,CL,,as Cl,Filterable,0.29000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-06,epi,COND,,"",Unfiltered,42.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-06,epi,DIC,,as Total CO2,Dissolved,337.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-06,epi,MG,,as Mg,Filterable,1.13000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-06,epi,NO2,,as NO2-N,Filterable,2.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-06,epi,NO3,,as NO3-N,Filterable,32.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-06,epi,PARTC,,as C,Non-Filterable (Particle),360.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-07-06,epi,PARTN,,as N,Non-Filterable (Particle),55.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-07-06,epi,PARTP,,as P,Non-Filterable (Particle),3.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-07-06,epi,PH,,,Unfiltered,7.48000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-07-06,epi,PH,,,Unfiltered,7.50000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-07-06,epi,SO4,,as SO4,Filterable,2.09000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-06,epi,TDN,,as N,Dissolved,260.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-06,epi,TDP,,as P,Dissolved,2.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-21,epi,ALK,,alkalinity,"",349.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-21,epi,CA,,as Ca,Filterable,4.47000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-21,epi,CHLA,,"",Filterable,3.40000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-21,epi,CL,,as Cl,Filterable,0.29000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-21,epi,COND,,"",Unfiltered,43.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-21,epi,DIC,,as Total CO2,Dissolved,300.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-21,epi,MG,,as Mg,Filterable,1.14000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-21,epi,NO2,,as NO2-N,Filterable,2.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-21,epi,NO3,,as NO3-N,Filterable,5.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-21,epi,PARTC,,as C,Non-Filterable (Particle),630.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-07-21,epi,PARTN,,as N,Non-Filterable (Particle),69.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-07-21,epi,PARTP,,as P,Non-Filterable (Particle),3.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-07-21,epi,PH,,,Unfiltered,7.61000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-07-21,epi,PH,,,Unfiltered,7.88000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-07-21,epi,SO4,,as SO4,Filterable,2.23000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-21,epi,TDN,,as N,Dissolved,248.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-07-21,epi,TDP,,as P,Dissolved,2.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-08-04,epi,ALK,,alkalinity,"",362.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-08-04,epi,CA,,as Ca,Filterable,4.65000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-08-04,epi,CHLA,,"",Filterable,3.73000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-08-04,epi,CL,,as Cl,Filterable,0.27000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-08-04,epi,COND,,"",Unfiltered,42.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-08-04,epi,DIC,,as Total CO2,Dissolved,305.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-08-04,epi,MG,,as Mg,Filterable,1.12000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-08-04,epi,NO2,,as NO2-N,Filterable,1.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-08-04,epi,NO3,,as NO3-N,Filterable,1.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-08-04,epi,PARTC,,as C,Non-Filterable (Particle),920.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-08-04,epi,PARTN,,as N,Non-Filterable (Particle),83.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-08-04,epi,PARTP,,as P,Non-Filterable (Particle),7.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-08-04,epi,PH,,,Unfiltered,7.55000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-08-04,epi,PH,,,Unfiltered,8.00000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-08-04,epi,SO4,,as SO4,Filterable,1.89000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-08-04,epi,TDN,,as N,Dissolved,240.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-08-04,epi,TDP,,as P,Dissolved,3.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-01,epi,ALK,,alkalinity,"",356.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-01,epi,CA,,as Ca,Filterable,4.62000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-01,epi,CHLA,,"",Filterable,1.95000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-01,epi,CL,,as Cl,Filterable,0.26000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-01,epi,COND,,"",Unfiltered,43.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-01,epi,DIC,,as Total CO2,Dissolved,325.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-01,epi,MG,,as Mg,Filterable,1.18000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-01,epi,NO2,,as NO2-N,Filterable,1.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-01,epi,NO3,,as NO3-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-01,epi,PARTC,,as C,Non-Filterable (Particle),1030.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-09-01,epi,PARTN,,as N,Non-Filterable (Particle),86.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-09-01,epi,PARTP,,as P,Non-Filterable (Particle),4.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
